"GEO_ID","NAME","P3_001N","P3_001NA","P3_002N","P3_002NA","P3_003N","P3_003NA","P3_004N","P3_004NA","P3_005N","P3_005NA","P3_006N","P3_006NA","P3_007N","P3_007NA","P3_008N","P3_008NA","P3_009N","P3_009NA","P3_010N","P3_010NA","P3_011N","P3_011NA","P3_012N","P3_012NA","P3_013N","P3_013NA","P3_014N","P3_014NA","P3_015N","P3_015NA","P3_016N","P3_016NA","P3_017N","P3_017NA","P3_018N","P3_018NA","P3_019N","P3_019NA","P3_020N","P3_020NA","P3_021N","P3_021NA","P3_022N","P3_022NA","P3_023N","P3_023NA","P3_024N","P3_024NA","P3_025N","P3_025NA","P3_026N","P3_026NA","P3_027N","P3_027NA","P3_028N","P3_028NA","P3_029N","P3_029NA","P3_030N","P3_030NA","P3_031N","P3_031NA","P3_032N","P3_032NA","P3_033N","P3_033NA","P3_034N","P3_034NA","P3_035N","P3_035NA","P3_036N","P3_036NA","P3_037N","P3_037NA","P3_038N","P3_038NA","P3_039N","P3_039NA","P3_040N","P3_040NA","P3_041N","P3_041NA","P3_042N","P3_042NA","P3_043N","P3_043NA","P3_044N","P3_044NA","P3_045N","P3_045NA","P3_046N","P3_046NA","P3_047N","P3_047NA","P3_048N","P3_048NA","P3_049N","P3_049NA","P3_050N","P3_050NA","P3_051N","P3_051NA","P3_052N","P3_052NA","P3_053N","P3_053NA","P3_054N","P3_054NA","P3_055N","P3_055NA","P3_056N","P3_056NA","P3_057N","P3_057NA","P3_058N","P3_058NA","P3_059N","P3_059NA","P3_060N","P3_060NA","P3_061N","P3_061NA","P3_062N","P3_062NA","P3_063N","P3_063NA","P3_064N","P3_064NA","P3_065N","P3_065NA","P3_066N","P3_066NA","P3_067N","P3_067NA","P3_068N","P3_068NA","P3_069N","P3_069NA","P3_070N","P3_070NA","P3_071N","P3_071NA",
"0500000US13017","Ben Hill County, Georgia","13165","null","12693","null","7571","null","4608","null","58","null","91","null","0","null","365","null","472","null","441","null","92","null","127","null","18","null","0","null","175","null","18","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","5","null","31","null","8","null","0","null","0","null","2","null","2","null","1","null","7","null","0","null","0","null","0","null","7","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13019","Berrien County, Georgia","13690","null","13117","null","11308","null","1406","null","34","null","63","null","4","null","302","null","573","null","545","null","45","null","234","null","10","null","0","null","221","null","12","null","0","null","0","null","15","null","0","null","0","null","0","null","4","null","2","null","2","null","28","null","19","null","0","null","2","null","0","null","0","null","2","null","0","null","3","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13021","Bibb County, Georgia","120902","null","116848","null","48643","null","62618","null","294","null","2602","null","46","null","2645","null","4054","null","3812","null","865","null","748","null","223","null","30","null","1246","null","280","null","89","null","17","null","214","null","20","null","0","null","26","null","20","null","27","null","7","null","199","null","91","null","29","null","0","null","14","null","14","null","0","null","8","null","12","null","11","null","4","null","1","null","0","null","13","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","34","null","4","null","0","null","21","null","0","null","5","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","9","null","2","null","1","null","0","null","0","null","2","null","4","null","0","null","0","null",
"0500000US13023","Bleckley County, Georgia","9613","null","9418","null","7148","null","1990","null","13","null","128","null","6","null","133","null","195","null","177","null","20","null","58","null","13","null","0","null","75","null","0","null","1","null","0","null","10","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","3","null","0","null","1","null","1","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","10","null","0","null","0","null","9","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13025","Brantley County, Georgia","13692","null","13181","null","12602","null","412","null","55","null","38","null","0","null","74","null","511","null","494","null","24","null","299","null","21","null","0","null","120","null","7","null","5","null","5","null","9","null","1","null","0","null","2","null","1","null","0","null","0","null","11","null","1","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","0","null","0","null","0","null","5","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","2","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null",
"0500000US13027","Brooks County, Georgia","12747","null","12296","null","7645","null","4240","null","41","null","59","null","0","null","311","null","451","null","423","null","71","null","135","null","9","null","0","null","183","null","8","null","5","null","0","null","11","null","0","null","1","null","0","null","0","null","0","null","0","null","21","null","12","null","3","null","0","null","0","null","1","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","2","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13029","Bryan County, Georgia","31828","null","29698","null","23537","null","4591","null","122","null","767","null","36","null","645","null","2130","null","1984","null","238","null","580","null","215","null","33","null","793","null","21","null","10","null","1","null","67","null","0","null","0","null","0","null","17","null","3","null","6","null","130","null","27","null","19","null","3","null","31","null","11","null","0","null","13","null","19","null","3","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","3","null","0","null","0","null","0","null","15","null","12","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null",
"0500000US13031","Bulloch County, Georgia","64494","null","61849","null","41766","null","17476","null","167","null","1044","null","59","null","1337","null","2645","null","2512","null","458","null","662","null","196","null","37","null","875","null","82","null","19","null","2","null","73","null","16","null","0","null","18","null","16","null","57","null","1","null","117","null","42","null","10","null","0","null","34","null","4","null","6","null","10","null","0","null","0","null","2","null","2","null","0","null","4","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","12","null","1","null","0","null","6","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","3","null","0","null","0","null","1","null","0","null","0","null","0","null",
"0500000US13033","Burke County, Georgia","18778","null","18226","null","9697","null","8142","null","53","null","75","null","12","null","247","null","552","null","512","null","139","null","156","null","26","null","3","null","142","null","28","null","3","null","4","null","9","null","0","null","1","null","0","null","0","null","1","null","0","null","29","null","15","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","3","null","0","null","5","null","0","null","0","null","4","null","0","null","1","null","0","null","0","null","0","null","0","null","11","null","5","null","2","null","1","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13035","Butts County, Georgia","20360","null","19613","null","13643","null","5512","null","39","null","91","null","6","null","322","null","747","null","707","null","70","null","290","null","38","null","6","null","247","null","30","null","0","null","0","null","18","null","0","null","0","null","8","null","0","null","0","null","0","null","31","null","20","null","0","null","0","null","0","null","0","null","0","null","6","null","2","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","0","null","0","null","6","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13037","Calhoun County, Georgia","4687","null","4642","null","1576","null","2970","null","8","null","16","null","0","null","72","null","45","null","42","null","15","null","14","null","0","null","0","null","2","null","5","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13039","Camden County, Georgia","41808","null","39316","null","30211","null","7244","null","197","null","717","null","63","null","884","null","2492","null","2338","null","323","null","728","null","240","null","27","null","821","null","56","null","23","null","6","null","73","null","4","null","1","null","10","null","12","null","8","null","6","null","130","null","54","null","7","null","1","null","3","null","8","null","0","null","22","null","14","null","3","null","3","null","0","null","0","null","9","null","5","null","0","null","0","null","0","null","0","null","0","null","1","null","13","null","10","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","9","null","0","null","8","null","0","null","1","null","0","null","0","null","2","null","2","null",
"0500000US13043","Candler County, Georgia","8241","null","7897","null","5350","null","1968","null","30","null","42","null","3","null","504","null","344","null","328","null","16","null","82","null","0","null","1","null","200","null","4","null","0","null","0","null","13","null","0","null","2","null","2","null","0","null","8","null","0","null","11","null","1","null","0","null","0","null","0","null","3","null","0","null","3","null","0","null","2","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","1","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13045","Carroll County, Georgia","90996","null","86169","null","64890","null","16743","null","379","null","859","null","21","null","3277","null","4827","null","4609","null","691","null","1516","null","213","null","22","null","1868","null","87","null","30","null","3","null","126","null","0","null","0","null","24","null","9","null","11","null","9","null","199","null","84","null","13","null","3","null","23","null","8","null","1","null","47","null","4","null","2","null","3","null","0","null","0","null","0","null","8","null","3","null","0","null","0","null","0","null","0","null","0","null","16","null","0","null","3","null","7","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13047","Catoosa County, Georgia","52448","null","49965","null","46953","null","1381","null","196","null","767","null","64","null","604","null","2483","null","2428","null","239","null","1264","null","121","null","18","null","722","null","17","null","2","null","0","null","23","null","4","null","0","null","10","null","8","null","0","null","0","null","52","null","19","null","0","null","0","null","0","null","0","null","1","null","21","null","1","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null",
"0500000US13049","Charlton County, Georgia","10135","null","9846","null","7127","null","2068","null","40","null","99","null","0","null","512","null","289","null","256","null","34","null","107","null","14","null","4","null","67","null","19","null","1","null","0","null","2","null","4","null","0","null","4","null","0","null","0","null","0","null","23","null","4","null","8","null","2","null","0","null","0","null","0","null","5","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","9","null","2","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13051","Chatham County, Georgia","234715","null","222489","null","122217","null","81665","null","864","null","9093","null","330","null","8320","null","12226","null","11487","null","1794","null","2055","null","1079","null","83","null","5065","null","488","null","155","null","38","null","519","null","18","null","1","null","95","null","59","null","33","null","5","null","671","null","262","null","45","null","14","null","94","null","32","null","0","null","112","null","33","null","39","null","0","null","10","null","0","null","21","null","6","null","1","null","2","null","0","null","0","null","0","null","0","null","65","null","12","null","0","null","36","null","3","null","0","null","0","null","0","null","4","null","0","null","0","null","5","null","0","null","0","null","5","null","0","null","3","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13053","Chattahoochee County, Georgia","7199","null","6560","null","4632","null","1119","null","40","null","262","null","63","null","444","null","639","null","590","null","46","null","87","null","81","null","11","null","260","null","15","null","13","null","3","null","60","null","1","null","0","null","0","null","9","null","1","null","3","null","40","null","22","null","0","null","0","null","0","null","0","null","0","null","6","null","12","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null",
"0500000US13055","Chattooga County, Georgia","19416","null","18734","null","16000","null","2087","null","69","null","79","null","0","null","499","null","682","null","640","null","112","null","333","null","6","null","0","null","169","null","7","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","9","null","33","null","14","null","0","null","0","null","0","null","0","null","6","null","8","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","1","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13057","Cherokee County, Georgia","202928","null","187062","null","160353","null","13095","null","926","null","4261","null","90","null","8337","null","15866","null","15251","null","1015","null","3301","null","997","null","67","null","9021","null","146","null","82","null","7","null","341","null","15","null","6","null","156","null","34","null","46","null","17","null","564","null","138","null","25","null","5","null","68","null","67","null","5","null","174","null","30","null","40","null","0","null","0","null","0","null","9","null","1","null","0","null","1","null","0","null","0","null","1","null","0","null","43","null","6","null","1","null","22","null","0","null","6","null","0","null","0","null","4","null","0","null","0","null","0","null","1","null","3","null","0","null","0","null","8","null","1","null","2","null","0","null","1","null","4","null","0","null","0","null","0","null",
"0500000US13059","Clarke County, Georgia","106830","null","100465","null","66477","null","23514","null","434","null","4431","null","68","null","5541","null","6365","null","6099","null","709","null","930","null","786","null","32","null","3159","null","150","null","60","null","7","null","161","null","5","null","3","null","40","null","17","null","32","null","8","null","230","null","57","null","47","null","0","null","40","null","4","null","1","null","57","null","18","null","1","null","0","null","1","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","2","null","0","null","29","null","5","null","0","null","14","null","0","null","0","null","0","null","6","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","3","null","0","null","3","null","0","null","0","null","0","null","0","null","4","null","4","null",
"0500000US13061","Clay County, Georgia","2246","null","2199","null","976","null","1209","null","0","null","6","null","0","null","8","null","47","null","33","null","9","null","13","null","0","null","0","null","4","null","4","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","1","null","5","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","5","null","0","null","0","null","0","null","0","null","1","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13063","Clayton County, Georgia","220578","null","209468","null","26193","null","153694","null","1358","null","10953","null","131","null","17139","null","11110","null","10282","null","1680","null","702","null","187","null","13","null","4464","null","899","null","312","null","51","null","1556","null","21","null","12","null","267","null","26","null","72","null","20","null","733","null","345","null","56","null","9","null","116","null","12","null","1","null","136","null","12","null","2","null","0","null","9","null","0","null","19","null","5","null","7","null","4","null","0","null","0","null","0","null","0","null","92","null","36","null","2","null","42","null","5","null","3","null","1","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","1","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13065","Clinch County, Georgia","5034","null","4900","null","3403","null","1360","null","20","null","16","null","7","null","94","null","134","null","120","null","33","null","42","null","3","null","1","null","24","null","8","null","0","null","0","null","0","null","3","null","0","null","3","null","3","null","0","null","0","null","9","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","5","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13067","Cobb County, Georgia","591848","null","543704","null","315244","null","155087","null","3056","null","33090","null","292","null","36935","null","48144","null","45499","null","4800","null","5111","null","2912","null","140","null","27244","null","1215","null","663","null","77","null","2443","null","36","null","9","null","505","null","99","null","202","null","43","null","2345","null","809","null","185","null","13","null","421","null","76","null","1","null","527","null","57","null","110","null","3","null","19","null","10","null","64","null","11","null","36","null","0","null","0","null","2","null","0","null","1","null","267","null","64","null","12","null","158","null","0","null","25","null","0","null","2","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","27","null","16","null","7","null","0","null","0","null","4","null","0","null","6","null","6","null",
"0500000US13069","Coffee County, Georgia","32419","null","31122","null","19904","null","8935","null","155","null","245","null","22","null","1861","null","1297","null","1254","null","151","null","320","null","38","null","8","null","636","null","53","null","5","null","6","null","21","null","0","null","0","null","13","null","2","null","1","null","0","null","37","null","13","null","0","null","0","null","1","null","7","null","0","null","11","null","1","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","2","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13071","Colquitt County, Georgia","34193","null","32353","null","21427","null","7207","null","273","null","288","null","11","null","3147","null","1840","null","1791","null","164","null","262","null","33","null","6","null","1234","null","34","null","9","null","0","null","18","null","5","null","0","null","26","null","0","null","0","null","0","null","45","null","11","null","0","null","6","null","2","null","4","null","0","null","11","null","0","null","4","null","0","null","2","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","4","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13073","Columbia County, Georgia","114823","null","106996","null","77745","null","20435","null","412","null","5565","null","194","null","2645","null","7827","null","7242","null","872","null","1673","null","1018","null","64","null","2911","null","134","null","137","null","15","null","293","null","5","null","0","null","25","null","50","null","37","null","8","null","527","null","153","null","56","null","0","null","91","null","36","null","1","null","68","null","48","null","27","null","0","null","10","null","0","null","13","null","1","null","9","null","1","null","8","null","3","null","0","null","2","null","49","null","10","null","3","null","25","null","0","null","4","null","0","null","2","null","3","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","6","null","4","null","0","null","0","null","2","null","0","null","0","null","3","null","3","null",
"0500000US13075","Cook County, Georgia","12938","null","12460","null","8493","null","3487","null","47","null","77","null","9","null","347","null","478","null","456","null","65","null","150","null","33","null","1","null","173","null","15","null","6","null","1","null","9","null","0","null","0","null","3","null","0","null","0","null","0","null","12","null","5","null","2","null","1","null","0","null","2","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","1","null","0","null","0","null","0","null","2","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","1","null",
"0500000US13077","Coweta County, Georgia","111155","null","104807","null","79550","null","19021","null","409","null","2608","null","59","null","3160","null","6348","null","6029","null","568","null","1634","null","413","null","24","null","2888","null","133","null","70","null","3","null","183","null","7","null","0","null","40","null","17","null","38","null","11","null","263","null","91","null","24","null","0","null","35","null","5","null","0","null","71","null","15","null","4","null","1","null","0","null","2","null","11","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","51","null","11","null","4","null","30","null","0","null","5","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13079","Crawford County, Georgia","9606","null","9210","null","7186","null","1846","null","54","null","31","null","0","null","93","null","396","null","359","null","50","null","145","null","27","null","3","null","118","null","6","null","2","null","0","null","3","null","0","null","0","null","0","null","2","null","3","null","0","null","24","null","17","null","2","null","0","null","0","null","0","null","0","null","1","null","2","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","2","null","4","null","0","null","0","null","0","null","1","null","0","null","0","null",
"0500000US13081","Crisp County, Georgia","15570","null","15167","null","8322","null","6436","null","24","null","142","null","4","null","239","null","403","null","389","null","109","null","102","null","31","null","0","null","102","null","26","null","4","null","0","null","14","null","0","null","0","null","0","null","0","null","0","null","1","null","9","null","9","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13083","Dade County, Georgia","12987","null","12374","null","12001","null","110","null","62","null","104","null","5","null","92","null","613","null","598","null","13","null","394","null","18","null","0","null","159","null","6","null","0","null","0","null","2","null","0","null","0","null","1","null","3","null","2","null","0","null","11","null","3","null","1","null","0","null","1","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","2","null","0","null","1","null","4","null","3","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13085","Dawson County, Georgia","21441","null","20253","null","19382","null","155","null","72","null","194","null","15","null","435","null","1188","null","1154","null","64","null","483","null","58","null","0","null","513","null","5","null","4","null","0","null","7","null","0","null","0","null","12","null","2","null","6","null","0","null","19","null","0","null","2","null","0","null","1","null","4","null","0","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","1","null","0","null","0","null","15","null","2","null","0","null","1","null","1","null","0","null","0","null","8","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13087","Decatur County, Georgia","22443","null","21792","null","11753","null","9023","null","85","null","149","null","10","null","772","null","651","null","635","null","109","null","172","null","25","null","0","null","272","null","23","null","8","null","0","null","17","null","0","null","0","null","4","null","0","null","5","null","0","null","15","null","7","null","0","null","0","null","1","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13089","DeKalb County, Georgia","595276","null","561221","null","187010","null","301682","null","3083","null","39057","null","204","null","30185","null","34055","null","31561","null","4366","null","2350","null","2635","null","104","null","14878","null","1891","null","691","null","121","null","3585","null","73","null","10","null","449","null","119","null","240","null","49","null","2190","null","863","null","155","null","6","null","377","null","55","null","11","null","403","null","51","null","63","null","0","null","42","null","9","null","84","null","23","null","43","null","4","null","0","null","1","null","0","null","0","null","266","null","69","null","1","null","167","null","0","null","10","null","0","null","6","null","9","null","0","null","1","null","0","null","1","null","0","null","2","null","0","null","33","null","22","null","11","null","0","null","0","null","0","null","0","null","5","null","5","null",
"0500000US13091","Dodge County, Georgia","15709","null","15365","null","10456","null","4612","null","23","null","71","null","17","null","186","null","344","null","313","null","79","null","90","null","13","null","0","null","118","null","7","null","0","null","1","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","22","null","5","null","5","null","0","null","3","null","4","null","0","null","2","null","1","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","3","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","2","null","2","null",
"0500000US13093","Dooly County, Georgia","9187","null","8968","null","4073","null","4479","null","20","null","42","null","3","null","351","null","219","null","209","null","30","null","49","null","12","null","0","null","104","null","8","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","1","null","0","null","0","null","0","null","4","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13095","Dougherty County, Georgia","66266","null","64576","null","18153","null","44775","null","144","null","560","null","25","null","919","null","1690","null","1584","null","447","null","291","null","113","null","4","null","370","null","164","null","28","null","19","null","115","null","3","null","0","null","7","null","14","null","3","null","6","null","79","null","47","null","3","null","0","null","0","null","8","null","3","null","4","null","7","null","0","null","0","null","2","null","0","null","4","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","23","null","11","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","3","null","3","null",
"0500000US13097","Douglas County, Georgia","108428","null","101837","null","42835","null","51030","null","517","null","1889","null","83","null","5483","null","6591","null","6179","null","954","null","1030","null","184","null","26","null","2815","null","365","null","131","null","27","null","534","null","12","null","3","null","67","null","7","null","6","null","18","null","367","null","166","null","23","null","0","null","83","null","7","null","0","null","38","null","12","null","19","null","0","null","9","null","0","null","6","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","42","null","13","null","0","null","28","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13099","Early County, Georgia","8315","null","8131","null","4004","null","4013","null","36","null","30","null","0","null","48","null","184","null","171","null","47","null","79","null","1","null","0","null","32","null","11","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","13","null","3","null","0","null","0","null","0","null","2","null","0","null","3","null","3","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"0500000US13101","Echols County, Georgia","2709","null","2483","null","1976","null","107","null","53","null","2","null","0","null","345","null","226","null","212","null","5","null","25","null","3","null","0","null","167","null","3","null","0","null","0","null","0","null","0","null","1","null","2","null","3","null","1","null","2","null","4","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","10","null","0","null","1","null","0","null","0","null","2","null","0","null","3","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
